Chellow Id,Market Participant Role Code Id,Market Participant Chellow Id,Address Line 1,Effective From Date {MPR},Effective To Date {MPR},Distributor Short Code
518,30,299,PRI Ltd,2005-04-29,,
519,32,300,Good Energy Limited,2003-01-24,,
520,33,300,Good Energy Limited,2004-04-01,,
521,32,301,The Royal Bank of Scotland,2008-03-11,2012-06-26,
522,32,303,The Renewable Energy Company Ltd,1996-04-01,,
523,32,304,12 Russell Grove,2000-12-08,2001-03-16,
524,8,305,Dummy Id for Roaming SIMs,2012-03-14,,
525,33,307,Wherstead Business Park,2000-11-10,,
526,32,308,GDF SUEZ Marketing Ltd,2002-02-22,,
527,21,309,PO BOX 3,1996-04-01,2003-11-14,
528,33,310,Shoreham Power Station,2000-05-03,,
529,6,313,Secus ltd,2009-04-16,,
530,1,314,EDF Energy,2012-05-16,,
531,4,314,South Eastern Power Networks,2005-11-18,,
532,6,314,EDF Energy Customer Field Services,2000-05-03,,
533,7,314,South Eastern Power Networks,2003-04-17,,
534,10,314,EDF Energy Customer Field Services,1996-04-01,,
535,12,314,EDF Energy Customer Field Services,1996-04-01,,
536,18,314,South Eastern Power Networks,2000-08-11,,
537,21,314,EDF Energy Customer Field Services,1996-04-01,,
538,24,314,South Eastern Power Networks,1996-04-01,,
539,26,314,South Eastern Power Networks,1996-04-01,,19
540,30,314,Gadeon House,1999-04-23,,
541,31,314,South Eastern Power Networks,2011-01-19,,
542,32,314,EDF Energy,1996-04-01,,
543,32,315,C/o JP Morgan Chase & Co,2006-08-01,2011-08-17,
544,21,316,Scottish and Southern Energy PLC,2006-07-28,2006-10-06,
545,15,317,SESL,1996-04-01,,
546,16,317,SESL,1996-04-01,,
547,33,317,SESL,1998-11-09,,
548,32,318,Downstream Procurement,1996-04-01,2001-03-16,
549,6,319,Siemens MCS,2009-08-19,,
550,7,319,Siemens MCS,2003-05-23,,
551,10,319,Siemens MCS,2003-06-20,,
552,12,319,Siemens MCS,2003-06-20,,
553,21,319,Siemens MCS,2003-06-20,,
554,30,319,Hortonwood 30,2001-10-19,,
555,32,320,342 Edinburgh Avenue,1996-04-01,2001-03-16,
556,32,321,SmartestEnergy Limited,2003-11-14,2010-12-15,
557,32,321,SmartestEnergy Ltd,2012-06-20,,
558,32,322,SmartestEnergy Limited,2002-01-18,,
559,1,324,SSE Plc,2012-07-20,,
560,2,324,SSE Plc,2012-07-20,,
561,4,324,SSE Plc,1999-01-29,,
562,5,324,SSE Plc,1999-01-29,,
563,7,324,SSE Plc,2003-04-17,,
564,9,324,Southern Electric House,1996-04-01,1999-03-09,
565,10,324,SSE Plc,1996-04-01,,
566,11,324,Southern Electric House,1996-04-01,1999-03-09,
567,12,324,SSE Plc,1996-04-01,,
568,18,324,SSE Plc,1996-04-01,,
569,21,324,SSE Plc,1996-04-01,,
570,24,324,SSE Plc,1996-04-01,,
571,26,324,Southern Electric Power Distribution Plc,1996-04-01,,20
572,30,324,SSE Plc,1996-04-01,,
573,31,324,SSE Plc,1996-04-01,,
574,32,324,SSE Plc,1996-04-01,,
575,1,325,Scottish Power Energy Retail Ltd,2012-07-20,,
576,2,325,Scottish Power Energy Retail Ltd,2012-07-18,,
577,4,325,SP Distribution Ltd,1998-11-13,,
578,5,325,SP Dataserve Ltd,1998-11-13,,
579,7,325,SP Distribution Ltd,2003-05-29,,
580,9,325,SP Dataserve Ltd,1996-04-01,,
581,10,325,SP Dataserve Ltd,1996-04-01,,
582,11,325,SP Dataserve Ltd,1996-04-01,,
583,12,325,SP Dataserve Ltd,1996-04-01,,
584,13,325,SP Energy Trading Ltd,1996-04-01,,
585,17,325,SP Distribution Ltd,1998-11-13,,
586,18,325,SP Distribution Ltd,1996-04-01,,
587,21,325,SP Dataserve Ltd,1996-04-01,,
588,22,325,SP Distribution Ltd,1996-04-01,,
589,23,325,SP Distribution Ltd,1996-04-01,,
590,24,325,SP Distribution Ltd,1996-04-01,,
591,25,325,SP Distribution Ltd,1996-04-01,,
592,26,325,SP Distribution Ltd,1996-04-01,,18
593,28,325,SP Transmission Ltd,1996-04-01,,
594,30,325,Scottish Power Energy Retail Ltd,1998-11-13,,
595,31,325,SP Dataserve Ltd,1996-04-01,,
596,32,325,Scottish Power Energy Retail Ltd,1996-04-01,,
597,33,325,1 Atlantic Quay,1996-04-01,,
598,32,326,Spark Energy Supply Ltd,2008-01-11,,
599,6,327,Stark Software,2005-04-29,,
600,9,327,Stark Software International Ltd,2001-07-20,,
601,10,327,Stark Software International,2009-05-11,,
602,11,327,Stark Software International Ltd,2001-07-20,,
603,12,327,Stark Software International,2009-05-11,,
604,32,328,Statkraft Markets GMBH,2010-10-20,,
605,34,329,4-6 Church Walk,1996-04-01,,
606,1,330,SSE Plc,2012-07-20,,
607,4,330,Western Power Distribution - South Wales,1998-11-09,,
608,5,330,Western Power Distribution - South Wales,1998-11-09,,
609,7,330,Western Power Distribution (South Wales),2003-04-17,2007-11-09,
610,10,330,Western Power Distribution - South Wales,1996-04-01,2007-02-28,
611,12,330,Western Power Distribution - South Wales,1996-04-01,2004-03-31,
612,18,330,Western Power Distribution - South Wales,1998-11-09,,
613,21,330,Western Power Distribution - South Wales,1996-04-01,2007-09-07,
614,24,330,Western Power Distribution - South Wales,1996-04-01,,
615,26,330,Western Power Distribution - South Wales,1996-04-01,,21
616,30,330,Newport Road,1998-11-09,,
617,31,330,Western Power Distribution - South Wales,1998-11-09,2012-01-18,
618,32,330,SSE Plc,1996-04-01,,
619,1,331,EDF Energy,2012-05-16,,
620,4,331,Western Power Distribution (South West),1998-10-01,,
621,5,331,Western Power Distribution,1998-10-01,,
622,6,331,EDF Energy Customer Field Services,2009-11-18,,
623,7,331,Western Power Distribution ( South West),2003-04-17,2007-11-09,
624,10,331,EDF Energy Customer Field Services,1996-04-01,,
625,12,331,EDF Energy Customer Field Services,1996-04-01,,
626,18,331,Western Power Distribution (South West),1998-11-27,,
627,21,331,WPD Smart metering Ltd,1996-04-01,,
628,24,331,Western Power Distribution (South West),1996-04-01,,
629,26,331,Western Power Distribution (South West),1996-04-01,,22
630,30,331,Gadeon House,1998-11-27,,
631,31,331,Gadeon House,1998-11-27,,
632,32,331,EDF Energy,1996-04-01,,
633,32,332,Symbio Energy LLP,2012-11-29,,
634,32,335,The Team Group of Companies UK Limited,2004-02-20,,
635,32,337,Total Gas and Power Ltd,2000-10-20,,
636,8,338,T-Mobile,2011-02-24,,
637,32,339,Power4All Limited,2007-12-07,,
638,6,340,TruRead Limited,2008-10-07,,
639,6,341,Utility Data Management Services,2009-01-14,,
640,9,341,TMA Data Management Ltd,2007-04-05,,
641,10,341,TMA Data Management Ltd,2006-09-01,,
642,11,341,TMA Data Management Ltd,2007-04-05,,
643,12,341,TMA Data Management Ltd,2009-01-14,,
644,6,342,Harston Mills Campus,2006-02-10,,
645,7,342,17 High Street,2003-09-19,,
646,7,343,Utility Funding Limited,2011-03-16,,
647,6,344,Scorpio,2006-09-01,,
648,7,344,IMServ Europe Ltd,2003-08-01,,
649,9,344,IMServ Europe Ltd,1996-04-01,,
650,10,344,IMServ Europe Ltd,2005-05-01,,
651,11,344,IMServ Europe Ltd,1996-04-01,,
652,12,344,IMServ Europe Ltd,2005-05-01,,
653,14,344,Scorpio,1996-04-01,,
654,19,344,IMServ Europe Ltd,2004-06-05,,
655,21,344,IMServ Europe Ltd,2005-05-01,,
656,27,344,Scorpio,1996-04-01,,
657,32,346,The Havens,1999-08-20,2004-12-10,
658,6,348,PRI House,2006-10-06,,
659,7,348,PRI House,2006-11-17,,
660,21,348,Utilita Meter Operations Ltd,2007-04-05,,
661,30,348,PRI House,2006-10-06,,
662,6,349,Utility Partnership Ltd,2007-10-12,,
663,7,349,Utility Partnership Ltd,2009-04-01,,
664,10,349,Utility Partnership Ltd,2008-03-11,,
665,12,349,Utility Partnership Ltd,2008-03-11,,
666,21,349,Utility Partnership Ltd,2009-04-01,,
667,9,350,Utility Partnership Ltd,2011-09-29,2011-11-16,
668,9,350,Utility Partnership Ltd,2012-07-18,,
669,11,350,Utility Partnership Ltd,2011-09-29,2011-11-16,
670,11,350,Utility Partnership Ltd,2012-07-18,,
671,21,350,Utility Partnership Ltd,2011-09-29,2011-11-16,
672,21,350,Utility Partnership Ltd,2012-07-18,,
673,9,351,Utility Partnership Ltd,2011-11-16,,
674,11,351,Utility Partnership Ltd,2011-11-16,,
675,21,351,Utility Partnership Ltd,2011-11-16,,
676,7,352,ENTERPRISE MANAGED SERVICES (E&CS) LTD,2010-10-20,,
677,34,353,9A Margaret Street,2001-05-25,,
678,7,354,ENTERPRISE MANAGED SERVICES (E&CS) LTD,2010-10-20,,
679,7,355,ENTERPRISE MANAGED SERVICES (E&CS) LTD,2007-07-13,,
680,7,356,Meter Fit Ltd,2003-05-23,,
681,21,356,ENTERPRISE MANAGED SERVICES (E&CS) LTD,2003-04-17,,
682,8,358,Vodafone Ltd,2011-02-24,,
683,32,359,The Co-operative Energy Ltd,2009-11-18,,
684,33,360,Wherstead Business Park,2000-11-10,,
685,32,361,33 Grosvenor Place,1999-12-17,2007-01-19,
686,6,363,Avonbank,2003-06-20,2003-07-25,
687,7,364,Western Power Distribution,2011-09-14,2012-01-18,
688,7,365,Western Power Distribution,2004-03-19,,
689,7,366,Western Power Distribution (South West),2003-04-17,,
690,7,367,Western Power Distribution (South Wales),2003-04-17,,
691,7,368,Western Power Distribution,2011-09-14,2012-01-18,
692,32,369,16 Avon Reach,1999-06-09,2009-01-14,
693,33,369,16 Avon Reach,2004-06-04,,
694,32,370,1 Atlantic Quay,1996-04-01,1999-04-01,
695,32,371,1 Atlantic Quay,1996-04-01,1999-04-01,
696,1,372,Npower Yorkshire Supply Limited,2012-07-20,,
697,4,372,Northern Powergrid (Yorkshire) plc,2006-03-24,,
698,6,372,Npower Yorkshire Ltd,2003-12-19,,
699,7,372,Northern Powergrid (Yorkshire) Ltd,2003-04-17,,
700,10,372,Npower Yorkshire Ltd,1996-04-01,,
701,12,372,Npower Yorkshire Ltd,1996-04-01,,
702,18,372,Northern Powergrid (Yorkshire) Ltd,1996-04-01,,
703,21,372,Yorkshire Electricity Distribution PLC,1996-04-01,,
704,24,372,Northern Powergrid (Yorkshire) Ltd,1996-04-01,,
705,26,372,Northern Powergrid (Yorkshire) plc,1996-04-01,,23
706,30,372,Wetherby Road,1996-04-01,,
707,31,372,Wetherby Road,1996-04-01,,
708,32,372,NPOWER YORKSHIRE SUPPLY LTD,1996-04-01,,
709,32,373,1 Atlantic Quay,1996-04-01,1999-04-01,
710,32,374,1 Atlantic Quay,1996-04-01,1999-04-01,
711,32,375,1 Atlantic Quay,1996-04-01,1999-04-01,
712,32,376,1 Atlantic Quay,1996-04-01,1999-04-01,
713,32,377,1 Atlantic Quay,1996-04-01,1999-04-01,
714,32,378,1 Atlantic Quay,1996-04-01,1999-04-01,
715,32,379,1 Atlantic Quay,1996-04-01,1999-04-01,
716,32,380,1 Atlantic Quay,1996-04-01,1999-04-01,
717,32,381,1 Atlantic Quay,1996-04-01,1999-04-01,
718,32,382,1 Atlantic Quay,1996-04-01,1999-04-01,
719,32,383,1 Atlantic Quay,1996-04-01,1999-04-01,
720,32,384,1 Atlantic Quay,1996-04-01,1999-04-01,
721,32,385,1 Atlantic Quay,1996-04-01,1999-04-01,
722,32,386,1 Atlantic Quay,1996-04-01,1999-04-01,
723,32,387,1 Atlantic Quay,1996-04-01,1999-04-01,
724,32,388,1 Atlantic Quay,1996-04-01,1999-04-01,
725,32,389,1 Atlantic Quay,1996-04-01,1999-04-01,
726,32,390,Inveralmond House,1996-04-01,1999-04-01,
727,32,391,Inveralmond House,1996-04-01,1999-04-01,
728,32,392,Inveralmond House,1996-04-01,1999-04-01,
729,32,393,Inveralmond House,1996-04-01,1999-04-01,
730,32,394,Inveralmond House,1996-04-01,1999-04-01,
731,32,395,Inveralmond House,1996-04-01,1999-04-01,
732,32,396,Inveralmond House,1996-04-01,1999-04-01,
733,32,397,Inveralmond House,1996-04-01,1999-04-01,
734,32,398,Inveralmond House,1996-04-01,1999-04-01,
735,32,399,Inveralmond House,1996-04-01,1999-04-01,
736,32,400,Inveralmond House,1996-04-01,1999-04-01,
737,32,401,Inveralmond  House,1998-11-09,1999-04-01,
738,32,402,Inveralmond House,1996-04-01,1999-04-01,
739,32,403,Inveralmond House,1996-04-01,1999-04-01,
740,9,404,Scorpio,2000-07-07,,
741,32,405,Inveralmond House,1996-04-01,1999-04-01,
742,10,406,Dummy NHHDA for Eastern,1996-04-01,2009-06-12,
743,10,407,Dummy NHHDA for East Midlands,1996-04-01,2009-06-12,
744,10,408,Dummy NHHDA for London,1996-04-01,2009-06-12,
745,10,409,Dummy NHHDA for Manweb,1996-04-01,2009-06-12,
746,10,410,Dummy NHHDA for Midlands,1996-04-01,2009-06-12,
747,10,411,Dummy NHHDA for Northern,1996-04-01,2009-06-12,
748,10,412,Dummy NHHDA for Norweb,1996-04-01,2009-06-12,
749,10,413,Dummy NHHDA for Southern,1996-04-01,2009-06-12,
750,10,414,Dummy NHHDA for Seeboard,1996-04-01,2009-06-12,
751,10,415,Dummy NHHDA for SWALEC,1996-04-01,2009-06-12,
752,10,416,Dummy NHHDA for SWEB,1996-04-01,2009-06-12,
753,10,417,Dummy NHHDA for Yorkshire,1996-04-01,2009-06-12,
